Volcano Name,Country,Latitude,Longitude,Elevation (m),Type,Status,Last Known Eruption,year,mo,dy,tsu,eq,vei,deaths,damage_mil,houses_destroyed,total_deaths,total_damage_mil
Peter I Island,Antarctica,-68.85,-90.58,1640,Shield volcano,Holocene,U,,,,,,,,,,,
"Pleiades, The",Antarctica,-72.67,165.5,3040,Stratovolcano,K-Ar,D7,,,,,,,,,,,
Wright,New Zealand,-31.85,-179.18,-900,Submarine volcanoes,Fumarolic,U,,,,,,,,,,,
Hutapanjang,Indonesia,-2.333,101.6,2021,Stratovolcano,Holocene,U,,,,,,,,,,,
Devils Garden,United States,43.512,-120.861,1698,Volcanic field,Holocene,Unknown,,,,,,,,,,,
Simbo,Solomon Is.,-8.292,156.52,335,Stratovolcano,Uncertain,Unknown,,,,,,,,,,,
Unnamed,Russia,55.92,161.75,0,Cinder cone,Holocene,Unknown,,,,,,,,,,,
Tromen,Argentina,-37.142,-70.03,3978,Stratovolcano,Holocene,U,,,,,,,,,,,
Kita-Fukutokutai,Japan,24.417,141.417,-73,Submarine volcano,Holocene,U1,,,,,,,,,,,
Kizimen,Russia,55.131,160.32,2334,Stratovolcano,Historical,D2,,,,,,,,,,,
San Pedro-Pellado,Chile,-35.989,-70.849,3621,Stratovolcano,Holocene,U,,,,,,,,,,,
Ly Son Group,Vietnam,15.38,109.12,157,Volcanic field,Holocene,U,,,,,,,,,,,
Mega Volcanic Field,Kenya,3.971,38.213,1500,Pyroclastic cone,Holocene,U,,,,,,,,,,,
NE Shepherd Islands,Vanuatu,-16.992,168.592,216,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Red Hill,United States,34.25,-108.83,2300,Volcanic field,,D7,,,,,,,,,,,
Silali,Kenya,1.15,36.23,1528,Shield volcano,Ar/Ar,D7,,,,,,,,,,,
Amorong,Philippines,15.828,120.805,376,Unknown,Fumarolic,U,,,,,,,,,,,
Sessagara Hills,Papua New Guinea,-9.57,149.075,640,Pyroclastic cone,Historical,D2,,,,,,,,,,,
Unnamed,Philippines,20.33,121.75,-24,Submarine volcano,Historical,D3,,,,,,,,,,,
Tuzovsky,Russia,57.32,159.967,1516,Shield volcano,Holocene,U,,,,,,,,,,,
Suchitan,Guatemala,14.4,-89.78,2042,Stratovolcano,Holocene,U,,,,,,,,,,,
Salton Buttes,United States,33.197,-115.616,-40,Cinder cone,Holocene,U,,,,,,,,,,,
Takahe,Antarctica,-76.28,-112.08,3460,Shield volcano,Ice Core,D7,,,,,,,,,,,
Snowy Mountain,United States,58.336,-154.682,2162,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Tosa Sucha,Ethiopia,5.92,37.57,1650,Cinder cone,Holocene,U,,,,,,,,,,,
Madilogo,Papua New Guinea,-9.2,147.57,850,Pyroclastic cone,Holocene,U,,,,,,,,,,,
Helgrindur,Iceland,64.866,-23.283,986,Pyroclastic cone,Holocene,U,,,,,,,,,,,
Rumble IV,New Zealand,-36.13,178.05,-500,Submarine volcano,Fumarolic,U,,,,,,,,,,,
Cagua,Philippines,18.222,122.123,1133,Stratovolcano,Holocene,U,,,,,,,,,,,
Ebeko,Russia,50.686,156.014,1103,Somma volcano,Historical,D1,,,,,,,,,,,
Toshima,Japan,34.52,139.279,508,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Doyo Seamount,Japan,27.68,140.8,-590,Submarine volcano,Fumarolic,U,,,,,,,,,,,
"Valle, El",Panama,8.58,-80.17,1185,Stratovolcano,Holocene?,?,,,,,,,,,,,
Shikaribetsu Group,Japan,43.28,143.08,1430,Lava dome,Holocene,U,,,,,,,,,,,
Goriaschaia Sopka,Russia,46.83,151.75,891,Stratovolcano,Historical,D2,,,,,,,,,,,
Tafu-Maka,Tonga,-15.37,-174.23,-1400,Submarine volcano,Historical,D1,,,,,,,,,,,
Latukan,Philippines,7.65,124.47,2338,Stratovolcano,Holocene,U,,,,,,,,,,,
"Incahuasi, Nevado de",Argentina,-27.033,-68.296,6638,Complex volcano,Holocene,U,,,,,,,,,,,
Ambitle,Papua New Guinea,-4.08,153.65,450,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Iztaccihuatl,Mexico,19.179,-98.642,5230,Stratovolcano,Holocene,U,,,,,,,,,,,
Tlevak Strait-Suemez Island,United States,55.25,-133.3,50,Volcanic field,Holocene,U,,,,,,,,,,,
"Gloria, La",Mexico,19.33,-97.25,3500,Volcanic field,Holocene,U,,,,,,,,,,,
Sergief,United States,52.03,-174.93,560,Stratovolcano,Uncertain,Unknown,,,,,,,,,,,
Rumble II West,New Zealand,-35.353,178.527,-1200,Submarine volcano,Fumarolic,U,,,,,,,,,,,
Seal Nunataks Group,Antarctica,-65.03,-60.05,368,Pyroclastic cone,Historical,D3,,,,,,,,,,,
Gollu Dag,Turkey,38.25,34.57,2143,Lava dome,Holocene,U,,,,,,,,,,,
Mehetia,France,-17.874,-148.068,389,Stratovolcano,Anthropology,U,,,,,,,,,,,
Ata,Japan,31.22,130.57,924,Caldera,Historical,D6,,,,,,,,,,,
Chikurachki,Russia,50.324,155.461,1781,Stratovolcano,Historical,D1,,,,,,,,,,,
Kialagvik,United States,57.203,-156.745,1677,Stratovolcano,Holocene,U,,,,,,,,,,,
Marchena,Ecuador,0.33,-90.47,343,Shield volcano,Historical,D1,,,,,,,,,,,
"Tolima, Nevado del",Colombia,4.658,-75.33,5215,Stratovolcano,Historical,D2,,,,,,,,,,,
St. Paul Island,United States,57.18,-170.3,203,Shield,,D7,,,,,,,,,,,
Piip,Russia,55.42,167.33,-300,Submarine volcano,Tephrochronology,D7,,,,,,,,,,,
Cayutue-La Vigueria,Chile,-41.3,-72.27,506,Pyroclastic cones,Tephrochronology,D7,,,,,,,,,,,
Kars Plateau,Turkey,40.75,42.9,3000,Volcanic field,Holocene,Unknown,,,,,,,,,,,
Visokiy,Russia,52.43,157.93,1234,Shield volcano,Holocene,U,,,,,,,,,,,
Atitlan,Guatemala,14.583,-91.186,3535,Stratovolcano,Historical,D3,,,,,,,,,,,
Sukaria Caldera,Indonesia,-8.792,121.77,1500,Caldera,Fumarolic,U,,,,,,,,,,,
Terceira,Portugal,38.73,-27.32,1023,Stratovolcano,Historical,D1,,,,,,,,,,,
Osorno,Chile,-41.105,-72.496,2659,Stratovolcano,Historical,D3,,,,,,,,,,,
Dugong,Tonga,-15.431,-175.725,-1170,Submarine,,Unknown,,,,,,,,,,,
Almolonga,Guatemala,14.797,-91.519,3173,Stratovolcano,Historical,D3,,,,,,,,,,,
Alligator Lake,Canada,60.42,-135.42,2217,Volcanic field,Holocene,U,,,,,,,,,,,
Four Craters Lava Field,United States,43.361,-120.669,1501,Volcanic field,Holocene,Unknown,,,,,,,,,,,
Unnamed,Russia,45.022,147.019,-195,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Iriga,Philippines,13.458,123.451,1138,Stratovolcano,Historical,D5,,,,,,,,,,,
Krakagiger,Iceland,63.98,-19.7,1491,Stratovolcano,Historical,D1,,,,,,,,,,,
Washiba-Kumonotaira,Japan,36.408,137.594,2924,Shield volcano,Tephrochronology,D7,,,,,,,,,,,
San Miguel,El Salvador,13.434,-88.269,2130,Stratovolcano,Historical,D1,,,,,,,,,,,
Sand Mountain Field,United States,44.38,-121.93,1664,Cinder cone,Radiocarbon,D7,,,,,,,,,,,
Corbetti,Ethiopia,7.193,38.39,2320,Caldera,Holocene,U,,,,,,,,,,,
Chirpoi,Russia,46.532,150.871,742,Caldera,Historical,D1,,,,,,,,,,,
Tafahi,Tonga,-15.85,-173.72,560,Submarine volcano,Historical,D1,,,,,,,,,,,
Koniuji,United States,52.22,-175.13,273,Stratovolcano,Uncertain,Unknown,,,,,,,,,,,
Paka,Kenya,0.92,36.18,1697,Shield volcano,Ar/Ar,D7,,,,,,,,,,,
Akandanayama,Japan,36.2,137.573,2109,Stratovolcano,,Unknown,,,,,,,,,,,
Fuss Peak,Russia,50.267,155.246,1742,Stratovolcano,Historical,D3,,,,,,,,,,,
Little Sitkin,United States,51.95,178.543,1174,Stratovolcano,Historical,D3,,,,,,,,,,,
Kiska,United States,52.103,177.602,1220,Stratovolcano,Historical,D1,,,,,,,,,,,
Taveuni,Fiji,-16.82,-179.97,1241,Shield volcano,Radiocarbon,D7,,,,,,,,,,,
Unnamed,Russia,48.08,153.33,-150,Submarine volcano,Historical,D2,,,,,,,,,,,
Keluo Group,China,49.37,125.92,670,Pyroclastic cone,Holocene,U,,,,,,,,,,,
Crater Basalt Volcanic Field,Argentina,-42.018,-70.194,1344,Cinder cones,Holocene,U,,,,,,,,,,,
Candlemas Island,Antarctica,-57.08,-26.67,550,Stratovolcano,Historical,D2,,,,,,,,,,,
Heard,Heard I. & McDonald Is.,-53.106,73.513,2745,Stratovolcano,Historical,D1,,,,,,,,,,,
Amsterdam Island,Indian Ocean,-37.83,77.52,881,Stratovolcano,Holocene,U,,,,,,,,,,,
Unnamed,Argentina,-25.078,-68.266,4652,Pyroclastic cone,Holocene?,?,,,,,,,,,,,
Paco,Philippines,9.593,125.52,524,Stratovolcano,Anthropology,U,,,,,,,,,,,
Zheltovsky,Russia,51.577,157.328,1926,Stratovolcano,Historical,D1,,,,,,,,,,,
Romanovka,Russia,55.65,158.8,1442,Stratovolcano,Holocene,U,,,,,,,,,,,
Mezhdusopochny,Russia,57.47,160.25,1641,Shield volcano,Holocene,U,,,,,,,,,,,
Parinacota,Bolivia,-18.166,-69.142,6336,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Don Joao de Castro Bank,Portugal,38.23,-26.63,-13,Submarine volcano,Historical,D4,,,,,,,,,,,
Home Reef,Tonga,-18.992,-174.775,-10,Submarine volcano,Historical,D1,,,,,,,,,,,
Yersey,Indonesia,-7.53,123.95,-3800,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
"Diables, Morne aux",Dominica,15.612,-61.43,861,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Sumbing,Indonesia,-2.414,101.728,2507,Stratovolcano,Historical,D2,,,,,,,,,,,
Nazko,Canada,52.928,-123.732,1238,Cinder cone,Radiocarbon,D7,,,,,,,,,,,
Hudson Mountains,Antarctica,-74.33,-99.42,749,Stratovolcano,Uncertain,Unknown,,,,,,,,,,,
Golaya,Russia,52.263,157.787,858,Shield volcano,Holocene,U,,,,,,,,,,,
Ibu,Indonesia,1.488,127.63,1325,Stratovolcano,Historical,D1,,,,,,,,,,,
Popa,Myanmar,20.92,95.25,1518,Stratovolcano,Anthropology,D7,,,,,,,,,,,
Asacha,Russia,52.355,157.827,1910,Pyroclastic cone,Holocene,U,,,,,,,,,,,
Snaefellsjokull,Iceland,64.8,-23.783,1446,Stratovolcano,Radiocarbon,D6,,,,,,,,,,,
Havre Seamount,New Zealand,-31.08,-179.033,-897,Submarine,,D1,,,,,,,,,,,
Silverthrone,Canada,51.43,-126.3,3160,Caldera,Holocene,U,,,,,,,,,,,
Olot Volcanic Field,Spain,42.17,2.53,893,Pyroclastic cone,Holocene,Unknown,,,,,,,,,,,
Mashkovtsev,Russia,51.1,156.72,503,Stratovolcano,Holocene,U,,,,,,,,,,,
Sabalan,Iran,38.268,47.835,4784,Stratovolcano,Holocene,U,,,,,,,,,,,
Cuernos de Negros,Philippines,9.25,123.17,1862,Stratovolcano,Holocene,U,,,,,,,,,,,
Moua Pihaa,France,-18.325,-148.525,-312,Submarine volcano,Seismicity,U,,,,,,,,,,,
San Cristobal,Ecuador,-0.88,-89.5,759,Shield volcano,Holocene,U,,,,,,,,,,,
Kilimanjaro,Tanzania,-3.07,37.35,5895,Stratovolcano,Holocene,U,,,,,,,,,,,
Kalatungan,Philippines,7.95,124.8,2824,Stratovolcano,Holocene,U,,,,,,,,,,,
Hodson,Antarctica,-56.712,-27.176,835,Stratovolcano,Holocene,U,,,,,,,,,,,
Masaraga,Philippines,13.32,123.6,1328,Stratovolcano,Holocene,U,,,,,,,,,,,
Michinmahuida,Chile,-42.799,-72.445,2452,Stratovolcano,Historical,D3,,,,,,,,,,,
Ostanets,Russia,52.146,157.322,719,Shield volcano,Holocene,U,,,,,,,,,,,
Fueguino,Chile,-54.97,-70.262,157,Lava dome,Holocene,U,,,,,,,,,,,
Moti,Indonesia,0.454,127.411,927,Stratovolcano,Holocene,U,,,,,,,,,,,
"Prieto, Cerro",Mexico,32.418,-115.305,223,Lava dome,Holocene,Unknown,,,,,,,,,,,
Yate,Chile,-41.755,-72.396,2187,Stratovolcano,Holocene,U,,,,,,,,,,,
Wau-en-Namus,Libya,25.05,17.55,547,Caldera,Holocene?,?,,,,,,,,,,,
Mauna Kea,United States,19.82,-155.47,4205,Shield volcano,Radiocarbon,D7,,,,,,,,,,,
"Telong, Bur ni",Indonesia,4.769,96.821,2617,Stratovolcano,Historical,D2,,,,,,,,,,,
Borawli,Ethiopia,13.304,40.987,784,Stratovolcano,Holocene,U,,,,,,,,,,,
Azufral,Colombia,1.08,-77.68,4070,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Cofre de Perote,Mexico,19.492,-97.15,4282,Shield volcano,Radiocarbon,D6,,,,,,,,,,,
Musa River,Papua New Guinea,-9.308,148.13,808,Hydrothermal field,Hot Springs,Unknown,,,,,,,,,,,
Sanbesan,Japan,35.141,132.622,1126,Caldera,Radiocarbon,D7,,,,,,,,,,,
Guallatiri,Chile,-18.42,-69.092,6071,Stratovolcano,Historical,D2,,,,,,,,,,,
Wayang-Windu,Indonesia,-7.208,107.63,2182,Lava dome,Fumarolic,U,,,,,,,,,,,
Aluto,Ethiopia,7.77,38.78,2335,Stratovolcano,Holocene,U,,,,,,,,,,,
Liado Hayk,Ethiopia,9.57,40.28,878,Maar,Holocene,Unknown,,,,,,,,,,,
Sahand,Iran,37.75,46.43,3707,Stratovolcano,Holocene,U,,,,,,,,,,,
San Diego,El Salvador,14.27,-89.48,781,Volcanic field,Holocene,U,,,,,,,,,,,
Southern EPR-Segment J,Pacific Ocean,-18.175,-113.35,-2650,Submarine volcano,Magnetism,D3,,,,,,,,,,,
Taryatu-Chulutu,Mongolia,48.133,99.95,2326,Volcanic field,Holocene,U,,,,,,,,,,,
Turrialba,Costa Rica,10.025,-83.767,3340,Stratovolcano,Historical,D3,,,,,,,,,,,
Nguna-Emau,Vanuatu,-17.47,168.353,594,Stratovolcano,Holocene,U,,,,,,,,,,,
Unnamed,Tonga,-21.15,-175.75,-65,Submarine volcano,Holocene,U,,,,,,,,,,,
Meullin,Chile,-45.22,-73.05,1080,Volcanic field,,Unknown,,,,,,,,,,,
Rocard,France,-17.662,-148.586,-2515,Submarine volcano,Seismicity,U,,,,,,,,,,,
Fort Portal,Uganda,0.7,30.25,1615,Tuff cone,Holocene,U,,,,,,,,,,,
Acigol-Nevsehir,Turkey,38.537,34.621,1683,Maar,Holocene,U,,,,,,,,,,,
Unnamed,Chile,-33.622,-78.78,0,Submarine volcano,Historical,D3,,,,,,,,,,,
Guguan,United States,17.307,145.845,287,Stratovolcano,Historical,D3,,,,,,,,,,,
Severny,Russia,58.28,160.87,1936,Shield volcano,Holocene,U,,,,,,,,,,,
Alid,Eritrea,14.88,39.92,904,Stratovolcano,Holocene,U,,,,,,,,,,,
Kupreanof,United States,56.011,-159.797,1895,Stratovolcano,Historical,D1,,,,,,,,,,,
Haruj,Libya,27.25,17.5,1200,Scoria cone,Holocene,U,,,,,,,,,,,
Unnamed,United States,52,-173.5,0,Submarine volcano,Hydrophonic,D1,,,,,,,,,,,
Taranaki,New Zealand,-39.3,174.07,2518,Stratovolcano,Radiocarbon,D4,,,,,,,,,,,
West Valley Segment,Canada,48.78,-128.64,-2550,Submarine,,Unknown,,,,,,,,,,,
Hiuchigatake,Japan,36.955,139.285,2356,Stratovolcano,Historical,D5,,,,,,,,,,,
Lastarria,Chile,-25.168,-68.507,5706,Stratovolcano,Holocene,U,,,,,,,,,,,
Nemo Peak,Russia,49.57,154.808,1018,Caldera,Historical,D2,,,,,,,,,,,
Opala,Russia,52.543,157.339,2439,Caldera,Radiocarbon,D6,,,,,,,,,,,
Natib,Philippines,14.72,120.4,1253,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Panarea,Italy,38.638,15.064,399,Stratovolcano,Historical,D6,,,,,,,,,,,
Larderello,Italy,43.25,10.87,500,Explosion crater,Historical,D6,,,,,,,,,,,
Bibinoi,Indonesia,-0.761,127.725,932,Stratovolcano,Holocene,U,,,,,,,,,,,
"Dhamar, Harras of",Yemen,14.57,44.67,3500,Volcanic field,Historical,D2,,,,,,,,,,,
Chirippusan [Chirip],Russia,45.338,147.92,1587,Stratovolcano,Historical,D3,,,,,,,,,,,
Quetrupillan,Chile,-39.496,-71.722,2360,Caldera,Historical,D3,,,,,,,,,,,
"Condor, El",Argentina,-26.632,-68.361,6373,Stratovolcano,Holocene,U,,,,,,,,,,,
Girekol,Turkey,39.17,43.33,0,Unknown,Holocene,U,,,,,,,,,,,
"Cinotepeque, Cerro",El Salvador,14.02,-89.25,665,Volcanic field,Holocene,U,,,,,,,,,,,
Lihir,Papua New Guinea,-3.125,152.642,700,Volcanic complex,Holocene,U,,,,,,,,,,,
Socorro,Mexico,18.78,-110.95,1050,Shield volcano,Historical,D1,,,,,,,,,,,
Lomonosov Group,Russia,50.25,155.43,1681,Cinder cone,Holocene,U,,,,,,,,,,,
Sundoro,Indonesia,-7.302,109.996,3147,Stratovolcano,Historical,D1,,,,,,,,,,,
Ixtepeque,Guatemala,14.42,-89.68,1292,Lava dome,Holocene,U,,,,,,,,,,,
Aneityum,Vanuatu,-20.2,169.78,852,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Corrida de Cori Volcanic Field,Argentina,-25.083,-68.367,5451,Stratovolcano,Holocene,U,,,,,,,,,,,
Hromundartindur,Iceland,64.083,-21.333,550,Stratovolcano,Holocene?,?,,,,,,,,,,,
Cayute-La Vigueria,Chile,-41.25,-72.27,506,Pyroclastic cone,Holocene,U,,,,,,,,,,,
Yantarni,United States,57.019,-157.185,1345,Stratovolcano,Tephrochronology,D7,,,,,,,,,,,
Norikuradake,Japan,36.106,137.554,3026,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Barva,Costa Rica,10.135,-84.1,2906,Complex volcano,Tephrochronology,D7,,,,,,,,,,,
Domuyo,Argentina,-36.638,-70.432,4702,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Hydrographers Range,Papua New Guinea,-9,148.37,1915,Stratovolcano,Holocene,U,,,,,,,,,,,
Pantelleria,Italy,36.77,12.02,836,Shield volcano,Historical,D3,,,,,,,,,,,
"Cumbres, Las",Mexico,19.15,-97.27,3940,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Sumbing,Indonesia,-7.384,110.07,3371,Stratovolcano,Historical,D4,,,,,,,,,,,
Udina,Russia,55.758,160.527,2886,Stratovolcano,Holocene,U,,,,,,,,,,,
Unnamed,Papua New Guinea,-5.2,148.57,0,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Naolinco Volcanic Field,Mexico,19.67,-96.75,2000,Pyroclastic cone,Holocene,U,,,,,,,,,,,
Graciosa,Portugal,39.02,-27.97,402,Stratovolcano,Holocene,U,,,,,,,,,,,
Kolbeinsey Ridge,Iceland,66.67,-18.5,5,Submarine volcano,Historical,D4,,,,,,,,,,,
Katwe-Kikorongo,Uganda,-0.08,29.92,1067,Tuff cone,Holocene,U,,,,,,,,,,,
Jackson Segment,Pacific Ocean,42.15,-127.05,-3100,Submarine,,Unknown,,,,,,,,,,,
San Marcelino,El Salvador,13.853,-89.63,2381,Stratovolcano,Historical,D2,,,,,,,,,,,
Takawangha,United States,51.873,-178.006,1449,Stratovolcano,Holocene,U,,,,,,,,,,,
Pululahua,Ecuador,0.038,-78.463,3356,Caldera,Radiocarbon,D7,,,,,,,,,,,
Izu-Tobu,Japan,34.9,139.098,1406,Pyroclastic cone,Historical,D1,,,,,,,,,,,
Herbert,United States,52.742,-170.111,1280,Stratovolcano,Holocene,U,,,,,,,,,,,
Gordon,United States,62.13,-143.08,2755,Cinder cone,Holocene,U,,,,,,,,,,,
Boisa,Papua New Guinea,-3.994,144.963,240,Stratovolcano,Holocene,U,,,,,,,,,,,
Hasandag-Keciboyduran,Turkey,38.13,34.17,3253,Stratovolcano,Holocene,U,,,,,,,,,,,
Unnamed,Syria,33.15,36.258,1197,Volcanic field,Holocene,U,,,,,,,,,,,
Suretamatai,Vanuatu,-13.8,167.47,921,Complex volcano,Historical,D1,,,,,,,,,,,
Maly Payalpan,Russia,55.82,157.98,1802,Shield volcano,Holocene,U,,,,,,,,,,,
"Tortuga, Isla",Mexico,27.438,-111.881,224,Shield volcano,Holocene,U,,,,,,,,,,,
Imuruk Lake,United States,65.517,-163.45,610,Shield volcano,Holocene,U,,,,,,,,,,,
Chagulak,United States,52.577,-171.13,1142,Stratovolcano,Holocene,U,,,,,,,,,,,
Belknap,United States,44.285,-121.841,2095,Shield volcano,Radiocarbon,D6,,,,,,,,,,,
Vaiyots-Sar,Armenia,39.797,45.497,2575,Unknown,Holocene,U,,,,,,,,,,,
Campi Flegrei del Mar di Sicilia,Italy,37.1,12.7,-8,Submarine volcanoes,Historical,D3,,,,,,,,,,,
Shala,Ethiopia,7.47,38.58,2075,Stratovolcano,Holocene,U,,,,,,,,,,,
Maug Islands,United States,20.02,145.22,227,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Dallol,Ethiopia,14.242,40.3,-48,Explosion crater,Historical,D2,,,,,,,,,,,
"Possession, Ile de la",Indian Ocean,-46.42,51.75,934,Stratovolcano,Holocene,U,,,,,,,,,,,
Kozyrevsky,Russia,55.58,158.38,2016,Shield volcano,Holocene,U,,,,,,,,,,,
Imbabura,Ecuador,0.258,-78.183,4609,Compound volcano,Historical,D4,,,,,,,,,,,
"Voon, Tarso",Chad,20.92,17.28,3100,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Kana Keoki,Solomon Is.,-8.75,157.03,-700,Submarine volcano,Holocene,U,,,,,,,,,,,
Macdonald,Antarctica,-28.98,-140.25,-39,Submarine volcano,Historical,D1,,,,,,,,,,,
Sotara,Colombia,2.108,-76.592,4400,Stratovolcano,Holocene,U,,,,,,,,,,,
San Pedro-San Pablo,Chile,-21.888,-68.391,6142,Stratovolcano,Historical,D2,,,,,,,,,,,
Acatenango,Guatemala,14.501,-90.876,3976,Stratovolcano,Historical,D1,,,,,,,,,,,
Imuruk Lake,United States,65.6,-163.92,610,Shield volcano,Radiocarbon,D6,,,,,,,,,,,
McDonald Islands,Indian Ocean,-53.03,72.6,230,Complex volcano,Historical,D1,,,,,,,,,,,
Ngozi,Tanzania,-8.989,33.554,2614,Caldera,Holocene,U,,,,,,,,,,,
Nikko-Shiranesan,Japan,36.799,139.376,2578,Shield volcano,Historical,D3,,,,,,,,,,,
Kolokol Group,Russia,46.042,150.083,1328,Somma volcano,Historical,D1,,,,,,,,,,,
Tobaru,Indonesia,1.63,127.67,1035,Unknown,Holocene,U,,,,,,,,,,,
Manareyjar,Iceland,66.3,-17.1,0,Submarine volcano,Historical,D3,,,,,,,,,,,
Douglas,United States,58.855,-153.542,2140,Stratovolcano,Fumarolic,U,,,,,,,,,,,
McBride Volcanic Province,Australia,-18.367,144.567,1020,Volcanic field,Ar/Ar,D7,,,,,,,,,,,
Gaua,Vanuatu,-14.281,167.514,729,Stratovolcano,Historical,D1,,,,,,,,,,,
Bunyaruguru,Uganda,-0.2,30.08,1554,Explosion crater,Holocene,U,,,,,,,,,,,
Malindang,Philippines,8.22,123.63,2404,Stratovolcano,Holocene,U,,,,,,,,,,,
Roundtop,United States,54.8,-163.589,1871,Stratovolcano,Holocene,U,,,,,,,,,,,
Akita-Komagatake,Japan,39.761,140.799,1637,Stratovolcano,Historical,D1,,,,,,,,,,,
Nevis Peak,Netherlands,17.15,-62.58,985,Stratovolcano,Holocene,U,,,,,,,,,,,
Manda Gargori,Ethiopia,11.75,41.48,700,Fissure vents,Anthropology,U,,,,,,,,,,,
Ch'uga-ryong,North Korea,38.33,127.33,452,Shield volcano,Holocene,Unknown,,,,,,,,,,,
Singu Plateau,Myanmar,22.7,95.98,507,Fissure vent,Holocene,U,,,,,,,,,,,
Satah Mountain,Canada,52.47,-124.7,1921,Volcanic field,Holocene,U,,,,,,,,,,,
Mojanda,Ecuador,0.13,-78.27,4263,Stratovolcanoes,Holocene?,?,,,,,,,,,,,
Irruputuncu,Bolivia,-20.73,-68.55,5163,Stratovolcano,Historical,D1,,,,,,,,,,,
Stepovak Bay 4,United States,55.954,-159.954,1557,Stratovolcano,Pleistocene,P,,,,,,,,,,,
Unnamed,Georgia,42.45,44.25,3750,Cinder cone,Holocene,U,,,,,,,,,,,
Ascension,Atlantic Ocean,-7.95,-14.37,858,Stratovolcano,Holocene,U,,,,,,,,,,,
Bora-Bericcio,Ethiopia,8.221,39.05,2267,Pumice cone,Holocene,U,,,,,,,,,,,
Mono Lake Volcanic Field,United States,38,-119.03,2121,Cinder cone,Tephrochronology,D4,,,,,,,,,,,
Santa Clara,United States,37.257,-113.625,1465,Volcanic field,Holocene,U,,,,,,,,,,,
Middle Gobi,Mongolia,45.28,106.7,1120,Cinder cone,Holocene,Unknown,,,,,,,,,,,
Alamagan,United States,17.6,145.83,744,Stratovolcano,Radiocarbon,D6,,,,,,,,,,,
Turfan,China,42.9,89.25,0,Cone,Historical,D6,,,,,,,,,,,
Hoodoo Mountain,Canada,56.78,-131.28,1850,Subglacial volcano,Holocene,U,,,,,,,,,,,
"Sano, Wai",Indonesia,-8.724,119.986,1319,Caldera,Holocene,U,,,,,,,,,,,
Gabillema,Ethiopia,11.08,41.27,1459,Stratovolcano,Holocene,U,,,,,,,,,,,
Daikoku,Japan,21.324,144.194,-323,Submarine volcano,Fumarolic,U,,,,,,,,,,,
Martin,United States,58.172,-155.361,1863,Stratovolcano,Historical,D2,,,,,,,,,,,
Melkassa,Ethiopia,8.43,39.35,1765,Pyroclastic cone,Holocene,U,,,,,,,,,,,
Coso Volc Field,United States,36.03,-117.82,2400,Lava dome,Holocene,Unknown,,,,,,,,,,,
Antisana,Ecuador,-0.481,-78.141,5753,Stratovolcano,Historical,D3,,,,,,,,,,,
Abu,Japan,34.5,131.6,641,Shield volcano,Holocene,Unknown,,,,,,,,,,,
Crater Lake,United States,42.93,-122.12,2487,Caldera,Radiocarbon,D7,,,,,,,,,,,
Towada,Japan,40.51,140.88,1011,Caldera,Historical,D6,,,,,,,,,,,
Gufa,Eritrea,12.55,42.53,600,Volcanic field,Holocene,U,,,,,,,,,,,
Cumbal,Colombia,0.95,-77.87,4764,Stratovolcano,Historical,D2,,,,,,,,,,,
"Jayu Khota, Laguna",Bolivia,-19.463,-67.432,3650,Maars,Holocene,U,,,,,,,,,,,
Ardoukoba,Djibouti,11.58,42.47,298,Fissure vent,Historical,D1,,,,,,,,,,,
Akhtang,Russia,55.43,158.65,1956,Shield volcano,Holocene,U,,,,,,,,,,,
Kaikohe-Bay of Islands,New Zealand,-35.3,173.9,388,Volcanic field,Radiocarbon,D6,,,,,,,,,,,
Mundafell,Iceland,63.98,-19.7,1491,Stratovolcano,Historical,D1,,,,,,,,,,,
Copahue,Chile,-37.856,-71.183,2953,Stratovolcano,Historical,D1,,,,,,,,,,,
Baker,United States,48.777,-121.813,3285,Stratovolcano,Historical,D3,,,,,,,,,,,
Baluan,United States,-2.57,147.28,254,Stratovolcano,Holocene,U,,,,,,,,,,,
Unnamed,Iran,39.25,45.167,,Volcanic field,Holocene,U,,,,,,,,,,,
Dutton,United States,55.183,-162.276,1465,Stratovolcano,Holocene,U,,,,,,,,,,,
Rausudake,Japan,44.076,145.122,1660,Stratovolcano,Tephrochronology,D3,,,,,,,,,,,
